sentence_id,language_code,sentence
8350337,bel,"тацяна стаяла поплеч, глядзела на яго ён быў цяпер надзвычайна прыгожы і з непрыемнасцю адчувала, што ён зусім забыўся цяпер на яе, што гэта раптоўнае захапленне вымела ñ сэрца яго ўсе звычайныя пачуцці, як вымела з галавы яго ўсе звычайныя думкі."
8003979,bel,"не ўпэўнены, ці ёсць у мяне час."
4024737,bel,"чарльз верыць, што крыж еўфрасінні полацкай яшчэ абавязкова знойдзецца."
8090174,bel,"яны адзначылі, што экзаменатарам назначаўся не інспектар народных вучылішч."
5934084,bel,"я лічу, што гэта цалкам магчыма."
8350671,bel,"яны селі за стол адна супроць аднае і заціхлі ў поўнай разгубленасці, не ведаючы, як пачаць, як сказаць першае слова."
8003979,bel,"не ўпэўнены, ці ёсць у мяне час."
406077,bel,"нам сказалі, што зза снегу мы можам ùсці дадому."
11552842,bel,"баюся, ты не захочаш пабачыць яго зноў."
4319515,bel,кастрычніка года адбудуцца выбары прэзідэнта рэспублікі беларусь аляксандра рыгоравіча лукашэнкі.
394363,bel,квінтэсенцыя свабоды гэта матэматыка.
7700251,bel,ён размаўляў са мной пра гэта.
2017023,bel,асколкі люстра былі раскіданы на падлозе.
10199075,bel,"яны казалі мне, тое што казалі табе."
407376,bel,раней я гуляў з сваёй сястрой у парку.
4046773,bel,я напісала ліста цваёй натаўніцы.
574968,bel,яна заўсёды носіць абярэг ад ßзла.
4008140,bel,дай мне пацалаваць цябе апошні раз.
7701391,bel,у гэты момант ён устаў і выйшаў.
8348084,bel,"ён быў упэўнены, што ўсё гэта ён, зелянюк, падстроіў, што ўжо загадзя было ў іх умоўлена нездарма ж усміхаўся ён сваёй нялюбай самаўпэўненйа усмешкай."
8090126,bel,"я ўпэўнены, што я асабіста магу падзяліцца сваімі думкамі адносна гэтай цікавай справы."
2902568,bel,"няшмат людзей ведае, што мы тут насамрэч робім."
2939885,bel,"я думаю, гэты слон гэта воўк у авечай шкуры."
641027,bel,"калі б ён пра гэта ведаў, ён бы прыйшоў."
8350253,bel,"у кожнай вёсцы, дзе толькі даводзіл ся карызну парводзіць работу, яму з першага слова паказвалі на сівец, і за гэтаю адгаворкай, як з спадзейнай сцяной, смела хаваліся ўсе злосныя ворагі калектывізацыі."
